frame,landmark_id,x,y,z,visibility
0,3,0.5048291683197021,0.48124876618385315,-0.38006579875946045,0.999815046787262
0,6,0.4796740412712097,0.4812828302383423,-0.3760479688644409,0.9997037053108215
0,3,0.5047253370285034,0.47940680384635925,-0.3560907244682312,0.9998269081115723
0,6,0.4796326756477356,0.4793323576450348,-0.35666754841804504,0.9997231960296631
0,3,0.5033255815505981,0.4766143560409546,-0.3489043712615967,0.9998393654823303
0,6,0.47860458493232727,0.47702422738075256,-0.34768345952033997,0.9997434020042419
0,3,0.5020174384117126,0.4733317196369171,-0.3270823061466217,0.9998480081558228
0,6,0.4772781431674957,0.47346892952919006,-0.323850154876709,0.9997591972351074
0,3,0.49823376536369324,0.4720538556575775,-0.29094913601875305,0.9998584389686584
0,6,0.4746597707271576,0.4721762537956238,-0.2858225703239441,0.9997761845588684
0,3,0.4979987144470215,0.47153231501579285,-0.2692767381668091,0.9998682737350464
0,6,0.4735202491283417,0.47153744101524353,-0.2655920088291168,0.9997919201850891
0,3,0.4978770613670349,0.4712297022342682,-0.2287531942129135,0.9998773336410522
0,6,0.472186803817749,0.47132551670074463,-0.2266886681318283,0.9998061060905457
0,3,0.4950030446052551,0.4712967574596405,-0.2102460414171219,0.9998788833618164
0,6,0.4700250029563904,0.4713633954524994,-0.20769445598125458,0.9998112320899963
0,3,0.49239015579223633,0.4713912904262543,-0.24899719655513763,0.9998776912689209
0,6,0.4664566218852997,0.4715244174003601,-0.2462478131055832,0.9998129606246948
0,3,0.4898104667663574,0.47130003571510315,-0.2673068940639496,0.9998821020126343
0,6,0.4632281959056854,0.4715341329574585,-0.26473528146743774,0.9998226165771484
0,3,0.488425612449646,0.4710526168346405,-0.27412042021751404,0.9998823404312134
0,6,0.4612072706222534,0.47126826643943787,-0.27072516083717346,0.9998301863670349
0,3,0.4849960505962372,0.47010165452957153,-0.29952022433280945,0.9998817443847656
0,6,0.45744746923446655,0.4703424870967865,-0.29404744505882263,0.9998343586921692
0,3,0.4831700623035431,0.4686857759952545,-0.3196188509464264,0.999884843826294
0,6,0.45431262254714966,0.46899744868278503,-0.3140721917152405,0.9998401999473572
0,3,0.48241546750068665,0.4656689167022705,-0.32445311546325684,0.9998883605003357
0,6,0.45259273052215576,0.4652867913246155,-0.32057034969329834,0.9998462796211243
0,3,0.47975367307662964,0.46170535683631897,-0.33282771706581116,0.9998918175697327
0,6,0.44919872283935547,0.4616772532463074,-0.3293474018573761,0.999852180480957
0,3,0.4781031608581543,0.45820438861846924,-0.3614025413990021,0.9998975396156311
0,6,0.4463493227958679,0.4583031237125397,-0.358163446187973,0.9998601078987122
0,3,0.47706136107444763,0.4545316696166992,-0.369568407535553,0.9999030232429504
0,6,0.4449533522129059,0.45475950837135315,-0.3680866062641144,0.9998682737350464
0,3,0.47643062472343445,0.4503522515296936,-0.37423717975616455,0.999908983707428
0,6,0.4440835416316986,0.45039233565330505,-0.37392139434814453,0.999877393245697
0,3,0.47699302434921265,0.44596508145332336,-0.3732697665691376,0.999913215637207
0,6,0.4439885914325714,0.4458346664905548,-0.3736008107662201,0.9998841881752014
0,3,0.47705042362213135,0.44214895367622375,-0.36343488097190857,0.9999151825904846
0,6,0.4430100619792938,0.4424380362033844,-0.36050981283187866,0.99988853931427
0,3,0.47724735736846924,0.43875768780708313,-0.34875258803367615,0.9999208450317383
0,6,0.4425426423549652,0.4385834038257599,-0.3484876751899719,0.9998956322669983
0,3,0.47755298018455505,0.43556228280067444,-0.3456263840198517,0.9999263882637024
0,6,0.44307130575180054,0.4349987506866455,-0.34722620248794556,0.9999026656150818
0,3,0.4777621328830719,0.43588465452194214,-0.3384646773338318,0.9999319911003113
0,6,0.4436626732349396,0.43544480204582214,-0.34119683504104614,0.9999098777770996
0,3,0.47793862223625183,0.43599966168403625,-0.3816268742084503,0.9999376535415649
0,6,0.4437755346298218,0.43547964096069336,-0.38221773505210876,0.9999172687530518
0,3,0.47806814312934875,0.4355156719684601,-0.37900930643081665,0.99994295835495
0,6,0.44404664635658264,0.43487879633903503,-0.3794502913951874,0.9999242424964905
0,3,0.4781078100204468,0.43570128083229065,-0.3754231333732605,0.9999474287033081
0,6,0.4442223012447357,0.43480178713798523,-0.3755958378314972,0.9999301433563232
0,3,0.47857826948165894,0.4360998868942261,-0.4120936393737793,0.9999514222145081
0,6,0.4443356692790985,0.434991717338562,-0.41283532977104187,0.9999353289604187
0,3,0.4791586697101593,0.43633967638015747,-0.4379017651081085,0.9999547004699707
0,6,0.4444497525691986,0.43512415885925293,-0.43840619921684265,0.9999393820762634
0,3,0.47975611686706543,0.4356003403663635,-0.43267783522605896,0.9999571442604065
0,6,0.4445101320743561,0.43475541472435,-0.43247267603874207,0.9999423623085022
0,3,0.4803858697414398,0.4336819648742676,-0.41830599308013916,0.999959409236908
0,6,0.4445995092391968,0.433115154504776,-0.41690993309020996,0.999944806098938
0,3,0.4820944368839264,0.4298243522644043,-0.4079414904117584,0.999961793422699
0,6,0.4451562464237213,0.4296376407146454,-0.4056125581264496,0.9999476075172424
0,3,0.48276522755622864,0.42485323548316956,-0.37873950600624084,0.999963104724884
0,6,0.4452003240585327,0.4250512421131134,-0.37607547640800476,0.999948263168335
0,3,0.4829983711242676,0.42087674140930176,-0.36328813433647156,0.9999638795852661
0,6,0.4451923668384552,0.4209784269332886,-0.3590777814388275,0.9999476075172424
0,3,0.4832172393798828,0.41645973920822144,-0.34869903326034546,0.9999657273292542
0,6,0.4448384940624237,0.4163658320903778,-0.3453536629676819,0.9999495148658752
0,3,0.48308849334716797,0.41115981340408325,-0.3284609019756317,0.9999673366546631
0,6,0.44269463419914246,0.41104763746261597,-0.32420268654823303,0.9999510645866394
0,3,0.48297080397605896,0.4058288633823395,-0.283764511346817,0.9999687671661377
0,6,0.4408799707889557,0.40581855177879333,-0.27764344215393066,0.9999523758888245
0,3,0.4826163053512573,0.3998873233795166,-0.2754446268081665,0.9999697804450989
0,6,0.438510537147522,0.3999859392642975,-0.2706078290939331,0.9999532699584961
0,3,0.48027610778808594,0.39485079050064087,-0.21948117017745972,0.9999697208404541
0,6,0.4361177682876587,0.394948810338974,-0.21158955991268158,0.9999533295631409
0,3,0.4785519242286682,0.3911764323711395,-0.17342506349086761,0.9999684691429138
0,6,0.4338184595108032,0.3912350535392761,-0.16724848747253418,0.9999517202377319
0,3,0.4754476845264435,0.39005300402641296,-0.14844155311584473,0.9999646544456482
0,6,0.43135061860084534,0.3901863992214203,-0.14062385261058807,0.9999475479125977
0,3,0.4727323353290558,0.3900747001171112,-0.14376477897167206,0.9999599456787109
0,6,0.42903387546539307,0.39073696732521057,-0.13809481263160706,0.9999409914016724
0,3,0.4699938893318176,0.3911147117614746,-0.16489987075328827,0.9999572038650513
0,6,0.42605364322662354,0.39136940240859985,-0.15937186777591705,0.9999381899833679
0,3,0.468135803937912,0.39118990302085876,-0.14568373560905457,0.9999583959579468
0,6,0.4232439398765564,0.3911798894405365,-0.14097730815410614,0.9999392628669739
0,3,0.4635431170463562,0.39148566126823425,-0.12914282083511353,0.9999586939811707
0,6,0.41893357038497925,0.3914971351623535,-0.12365980446338654,0.9999412894248962
0,3,0.4581558406352997,0.39131608605384827,-0.1623644232749939,0.9999502301216125
0,6,0.41416582465171814,0.3911767601966858,-0.15679772198200226,0.9999378323554993
0,3,0.4534704089164734,0.391192227602005,-0.17578892409801483,0.999940037727356
0,6,0.4090830981731415,0.39084392786026,-0.1694847047328949,0.999932050704956
0,3,0.44759443402290344,0.39075130224227905,-0.2155250906944275,0.99991774559021
0,6,0.4018688201904297,0.39091813564300537,-0.2102992683649063,0.9999122023582458
0,3,0.44135022163391113,0.3886669874191284,-0.25130486488342285,0.9998975396156311
0,6,0.3952066898345947,0.38978052139282227,-0.24455712735652924,0.9998952746391296
0,3,0.43888169527053833,0.38503533601760864,-0.2400132715702057,0.9998928904533386
0,6,0.3914206326007843,0.3860411047935486,-0.23342348635196686,0.9998952746391296
0,3,0.4344766438007355,0.38009363412857056,-0.2206074744462967,0.9998923540115356
0,6,0.38552218675613403,0.38058048486709595,-0.2155151069164276,0.9998984336853027
0,3,0.42902275919914246,0.3746214509010315,-0.21976295113563538,0.9998966455459595
0,6,0.37966030836105347,0.3749896287918091,-0.21459290385246277,0.9999040961265564
0,3,0.4249741733074188,0.3676326870918274,-0.26161959767341614,0.9998992681503296
0,6,0.3747134208679199,0.367399126291275,-0.25889578461647034,0.9999088048934937
0,3,0.4233166575431824,0.36252179741859436,-0.2737247943878174,0.9999046325683594
